title,make,model,year,condition,transmission,price
Mercedes-Benz E350 2011 Brown,Mercedes-Benz,E350,2011,local used,automatic,"₦ 10,300,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2014 White,Toyota,Avalon XLE,2014,foreign used,automatic,"₦ 16,500,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Silver,Hyundai,Sonata Limited,2015,foreign used,automatic,"₦ 13,000,000"
Toyota Venza 2010 Gray,Toyota,Venza,2010,local used,automatic,"₦ 12,400,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,Toyota,Camry SE,2010,foreign used,automatic,"₦ 12,500,000"
Toyota Avalon 2014 White,Toyota,Avalon,2014,local used,automatic,"₦ 17,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2011 Silver,Acura,MDX Advance,2011,local used,automatic,"₦ 7,300,000"
Toyota Land Cruiser 2019 Black,Toyota,Land Cruiser,2019,local used,automatic,"₦ 74,500,000"
Honda CR-V 2008 Black,Honda,CR-V,2008,local used,automatic,"₦ 5,200,000"
Toyota Highlander 2006 Gold,Toyota,Highlander,2006,local used,automatic,"₦ 6,000,000"
Toyota Camry 2021 White,Toyota,Camry,2021,foreign used,automatic,"₦ 26,200,000"
Toyota Camry 2006 Black,Toyota,Camry,2006,local used,automatic,"₦ 4,200,000"
Mercedes-Benz GL-Class 2010 Silver,Mercedes-Benz,GL-Class,2010,local used,automatic,"₦ 13,200,000"
Mini Cooper 2015,Mini,Cooper,2015,foreign used,automatic,"₦ 11,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Blue,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 9,800,000"
Lexus RX 2015 White,Lexus,RX,2015,foreign used,automatic,"₦ 24,800,000"
Lexus RX 2017 Gray,Lexus,RX,2017,foreign used,automatic,"₦ 47,500,000"
Acura ZDX Base AWD 2011 White,Acura,ZDX Base,2011,local used,automatic,"₦ 9,550,000"
Toyota RAV4 2014 Green,Toyota,RAV4,2014,foreign used,automatic,"₦ 20,000,000"
Lexus RX 350 2015 Burgundy,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,500,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 29,000,000"
Acura TL SH-AWD Automatic 2012 Black,Acura,TL SH-AWD,2012,local used,automatic,"₦ 6,999,999"
Honda Civic Sedan EX-L 2013 Silver,Honda,Civic Sedan,2013,foreign used,automatic,"₦ 10,200,000"
Toyota Hilux 2023 Black,Toyota,Hilux,2023,foreign used,automatic,"₦ 81,000,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 27,000,000"
Honda Accord EX 2dr Coupe (2.4L 4cyl 6M) 2014 Gold,Honda,Accord EX,2014,local used,automatic,"₦ 9,800,000"
Hyundai Sonata 2015 Red,Hyundai,Sonata,2015,local used,automatic,"₦ 8,700,000"
Mercedes-Benz GLE-Class 2015 White,Mercedes-Benz,GLE-Class,2015,foreign used,automatic,"₦ 105,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Silver,Toyota,Corolla S,2012,foreign used,automatic,"₦ 12,700,000"
Honda Accord EX 4dr Sedan (2.4L 4cyl 6M) 2015 Blue,Honda,Accord EX,2015,foreign used,automatic,"₦ 15,000,000"
Hyundai Sonata 2015 Red,Hyundai,Sonata,2015,foreign used,automatic,"₦ 17,800,000"
Toyota Sienna XLE 8 Passenger 2012 White,Toyota,Sienna XLE,2012,local used,automatic,"₦ 12,500,000"
Toyota Corolla LE 2007,Toyota,Corolla LE,2007,local used,automatic,"₦ 6,200,000"
Lexus GX 2013 Black,Lexus,GX,2013,local used,automatic,"₦ 27,900,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Gray,Mercedes-Benz,GLE-Class AMG,2017,local used,automatic,"₦ 40,000,000"
Lincoln Navigator 2009 Black,Lincoln,Navigator,2009,local used,automatic,"₦ 5,000,000"
Lexus RX 2006 Gold,Lexus,RX,2006,local used,automatic,"₦ 8,900,000"
Toyota Land Cruiser 2007 Black,Toyota,Land Cruiser,2007,local used,automatic,"₦ 12,000,000"
Mercedes-Benz GLA-Class 2016 Blue,Mercedes-Benz,GLA-Class,2016,foreign used,automatic,"₦ 23,000,000"
Mercedes-Benz C300 2016 Blue,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 21,000,000"
Mercedes-Benz GLS-Class GLS550 4MATIC 2019 Silver,Mercedes-Benz,GLS-Class GLS550,2019,foreign used,automatic,"₦ 69,500,000"
Mercedes-Benz C250 2008 White,Mercedes-Benz,C250,2008,local used,automatic,"₦ 6,500,000"
Honda CR-V EX 4dr SUV AWD (1.5L 4cyl CVT) 2017 Black,Honda,CR-V EX,2017,foreign used,automatic,"₦ 23,850,000"
Land Rover Range Rover Vogue 2015 White,Land,Rover Range,2015,local used,automatic,"₦ 21,500,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2017 Silver,Toyota,Highlander XLE,2017,foreign used,automatic,"₦ 28,000,000"
Toyota Camry 2014,Toyota,Camry,2014,local used,automatic,"₦ 9,790,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2017 Silver,Toyota,Highlander Limited,2017,foreign used,automatic,"₦ 36,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 Burgundy,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 18,000,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Brown,Toyota,Camry LE,2018,foreign used,automatic,"₦ 22,000,000"
Ford F-150 Platinum 4x2 SuperCrew Cab Styleside 6.5 ft. box 157 in. WB,,,,foreign used,automatic,"₦ 70,000,000"
Ford Edge 2011 Silver,Ford,Edge,2011,local used,automatic,"₦ 4,600,000"
Mercedes-Benz M Class 2013 Black,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 20,500,000"
Toyota Corolla 2016 Green,Toyota,Corolla,2016,foreign used,automatic,"₦ 11,000,000"
Toyota Avalon 2016 Burgundy,Toyota,Avalon,2016,foreign used,automatic,"₦ 21,500,000"
Lexus IS 2010 White,Lexus,IS,2010,local used,automatic,"₦ 7,600,000"
Lexus ES 2006 Silver,Lexus,ES,2006,local used,automatic,"₦ 6,000,000"
Toyota Camry 2014 Silver,Toyota,Camry,2014,foreign used,automatic,"₦ 13,900,000"
Hyundai Sonata 2013,Hyundai,Sonata,2013,local used,automatic,"₦ 7,100,000"
Lexus RX 2010 Blue,Lexus,RX,2010,local used,automatic,"₦ 14,750,000"
Toyota Highlander Limited 2008 Gray,Toyota,Highlander Limited,2008,local used,automatic,"₦ 9,850,000"
Lexus NX 200t AWD 2015 Red,Lexus,NX 200t,2015,foreign used,automatic,"₦ 29,000,000"
Toyota Sienna LE & 1 hatch 2000 Gray,Toyota,Sienna LE,2000,local used,automatic,"₦ 2,950,000"
Lexus GX 460 Luxury 2014 Black,Lexus,GX 460,2014,local used,automatic,"₦ 34,200,000"
Toyota Highlander Sport 4x4 2009 Blue,Toyota,Highlander Sport,2009,local used,automatic,"₦ 9,700,000"
Hyundai Veloster RE:FLEX 3dr Hatchback w/Red Interior (1.6L 4cyl 6AM),,,,local used,automatic,"₦ 5,600,000"
Toyota Picnic 2.0 FWD 2007,Toyota,Picnic 2,2007,local used,manual,"₦ 3,400,000"
Toyota Camry 2007 Silver,Toyota,Camry,2007,foreign used,automatic,"₦ 8,500,000"
Honda Accord Touring 2018 Gray,Honda,Accord Touring,2018,local used,automatic,"₦ 19,000,000"
Mercedes-Benz CLS-Class CLS 450 4MATIC AWD 2023 Gray,Mercedes-Benz,CLS-Class CLS,2023,local used,automatic,"₦ 13,000,000"
Lexus RX 2013 Brown,Lexus,RX,2013,local used,automatic,"₦ 15,500,000"
Hyundai Santa Fe 2017 Gray,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz CLA-Class 2018 White,Mercedes-Benz,CLA-Class,2018,foreign used,automatic,"₦ 18,200,000"
Toyota Venza 2013 White,Toyota,Venza,2013,local used,automatic,"₦ 9,800,000"
Toyota Camry 2008 Black,Toyota,Camry,2008,local used,automatic,"₦ 4,700,000"
Mercedes-Benz GLK-Class 2010 White,Mercedes-Benz,GLK-Class,2010,foreign used,automatic,"₦ 14,500,000"
Toyota Land Cruiser Prado 4.0 Petrol GX-L 2008 Black,Toyota,Land Cruiser,2008,local used,automatic,"₦ 12,500,000"
New Toyota Land Cruiser 79 Series 2025 Gold,New,Toyota Land,2025,brand new,automatic,"₦ 170,000,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2020 Gray,Mercedes-Benz,G-Class G,2020,foreign used,automatic,"₦ 298,850,000"
New Lamborghini Aventador 2025 White,New,Lamborghini Aventador,2025,brand new,automatic,"₦ 1,500,000,000"
Mercedes-Benz GLA 250 2016 White,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 24,850,000"
Kia Rio LX 2023 Blue,Kia,Rio LX,2023,local used,automatic,"₦ 14,500,000"
Lexus GX 470 Sport Utility 2006 Black,Lexus,GX 470,2006,local used,automatic,"₦ 8,200,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 Red,Mercedes-Benz,CLA-Class CLA,2015,local used,automatic,"₦ 11,200,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2016 White,Mercedes-Benz,E350 Base,2016,local used,automatic,"₦ 11,700,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 20,500,000"
Volkswagen Routan 2014 Gray,Volkswagen,Routan,2014,local used,automatic,"₦ 11,500,000"
Toyota Camry Automatic 1999 Gray,Toyota,Camry Automatic,1999,local used,automatic,"₦ 2,100,000"
Hyundai Elantra 2015 Blue,Hyundai,Elantra,2015,foreign used,automatic,"₦ 11,200,000"
Mercedes-Benz M Class 2012 Black,Mercedes-Benz,M Class,2012,local used,automatic,"₦ 13,500,000"
Lexus RX 350 AWD 2018 Blue,Lexus,RX 350,2018,foreign used,automatic,"₦ 40,000,000"
Toyota Sienna 2006 Green,Toyota,Sienna,2006,foreign used,automatic,"₦ 8,900,000"
Mercedes-Benz GLK-Class 2015 Black,Mercedes-Benz,GLK-Class,2015,foreign used,automatic,"₦ 18,000,000"
Toyota Sienna 2008 Gray,Toyota,Sienna,2008,local used,automatic,"₦ 6,500,000"
Toyota Sienna 2007 Gold,Toyota,Sienna,2007,local used,automatic,"₦ 6,600,000"
Toyota Highlander 2017 Burgundy,Toyota,Highlander,2017,foreign used,automatic,"₦ 24,500,000"
Toyota Avalon 2009 Burgundy,Toyota,Avalon,2009,local used,automatic,"₦ 4,600,000"
Toyota Corolla 2006 Green,Toyota,Corolla,2006,local used,automatic,"₦ 4,850,000"
Toyota Camry 2019 Blue,Toyota,Camry,2019,foreign used,automatic,"₦ 24,000,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2013 Burgundy,Toyota,Avalon XLE,2013,foreign used,automatic,"₦ 17,500,000"
Honda Accord EX 2dr Coupe FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord EX,2016,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 White,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 115,000,000"
Toyota Avensis 2016 Black,Toyota,Avensis,2016,local used,automatic,"₦ 13,000,000"
Lexus RX 350 AWD 2013 Black,Lexus,RX 350,2013,local used,automatic,"₦ 16,900,000"
BMW M4 3.0 Coupe RWD 2017 Gray,BMW,M4 3,2017,foreign used,automatic,"₦ 26,000,000"
Lexus RX 350 AWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 22,500,000"
Toyota Camry 2008 Blue,Toyota,Camry,2008,local used,automatic,"₦ 5,800,000"
Mercedes-Benz C300 2015 Blue,Mercedes-Benz,C300,2015,local used,automatic,"₦ 14,500,000"
Toyota Venza 2013 White,Toyota,Venza,2013,local used,automatic,"₦ 12,700,000"
Mercedes-Benz GLE-Class 2019 Silver,Mercedes-Benz,GLE-Class,2019,foreign used,automatic,"₦ 69,500,000"
Mercedes-Benz M Class 2013 Silver,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 17,400,000"
Toyota Tacoma 2010 Black,Toyota,Tacoma,2010,local used,automatic,"₦ 18,300,000"
New Toyota Land Cruiser Prado 2025 Black,New,Toyota Land,2025,brand new,automatic,"₦ 182,000,000"
Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2021 Black,Toyota,Hilux Revo,2021,foreign used,automatic,"₦ 57,500,000"
Honda Pilot 2015 White,Honda,Pilot,2015,foreign used,automatic,"₦ 17,000,000"
Nissan Quest S 2013 Gray,Nissan,Quest S,2013,foreign used,automatic,"₦ 13,000,000"
Lexus RX 330 2006 Silver,Lexus,RX 330,2006,local used,automatic,"₦ 9,200,000"
Toyota Corolla Verso 2008 Black,Toyota,Corolla Verso,2008,foreign used,manual,"₦ 8,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,C300 Sport,2014,local used,automatic,"₦ 16,500,000"
Toyota Hilux Revo Smart Cab Petrol 2.7 RWD 2020 Gray,Toyota,Hilux Revo,2020,local used,automatic,"₦ 55,000,000"
Toyota Hilux SR5 4x4 2014 White,Toyota,Hilux SR5,2014,local used,manual,"₦ 20,000,000"
Toyota Sienna 2008 Red,Toyota,Sienna,2008,local used,automatic,"₦ 7,300,000"
Mercedes-Benz A-Class 2020 White,Mercedes-Benz,A-Class,2020,foreign used,automatic,"₦ 34,000,000"
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 35,600,000"
Ford F-150 2017 Gray,Ford,F-150,2017,local used,automatic,"₦ 28,900,000"
Toyota Camry 2013 Green,Toyota,Camry,2013,local used,automatic,"₦ 9,600,000"
Toyota Camry 2011 Red,Toyota,Camry,2011,local used,automatic,"₦ 6,200,000"
Toyota Avalon 2017 Burgundy,Toyota,Avalon,2017,foreign used,automatic,"₦ 19,800,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,local used,automatic,"₦ 7,000,000"
Ford Explorer XLT 4dr SUV AWD (3.5L 6cyl 6A) 2016 Black,Ford,Explorer XLT,2016,foreign used,automatic,"₦ 23,850,000"
GMC Yukon Denali 2013 Black,GMC,Yukon Denali,2013,local used,automatic,"₦ 28,850,000"
Lexus RX 350 4x4 2007 Blue,Lexus,RX 350,2007,local used,automatic,"₦ 8,950,000"
Toyota Corolla SE (1.8L 4cyl 6M) 2018 Black,Toyota,Corolla SE,2018,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Gray,Mercedes-Benz,E350 Base,2013,local used,automatic,"₦ 10,000,000"
Lexus RX 350 F Sport AWD 2017 Gray,Lexus,RX 350,2017,local used,automatic,"₦ 35,550,000"
Lexus RX 350 AWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,000,000"
Toyota Corolla 2016 Gold,Toyota,Corolla,2016,local used,automatic,"₦ 13,000,000"
Toyota Camry 2019 Gray,Toyota,Camry,2019,foreign used,automatic,"₦ 19,000,000"
Lexus RX 350 AWD 2009 Silver,Lexus,RX 350,2009,foreign used,automatic,"₦ 12,500,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 60,900,000"
Toyota Avalon 2009 Silver,Toyota,Avalon,2009,foreign used,automatic,"₦ 6,500,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,local used,automatic,"₦ 7,800,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2010 Gray,Mercedes-Benz,E350 Base,2010,local used,automatic,"₦ 9,500,000"
Toyota Highlander 2013 Black,Toyota,Highlander,2013,local used,automatic,"₦ 9,999,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,"₦ 11,800,000"
Mercedes-Benz E300 2016 White,Mercedes-Benz,E300,2016,local used,automatic,"₦ 27,500,000"
Mazda CX-9 Grand Touring 4dr SUV AWD (3.7L 6cyl 6A) 2015 Red,Mazda,CX-9 Grand,2015,foreign used,automatic,"₦ 15,200,000"
Infiniti QX56 2010 Silver,Infiniti,QX56,2010,local used,automatic,"₦ 12,000,000"
Toyota Land Cruiser Prado 2.7 VVT-i 2015 Black,Toyota,Land Cruiser,2015,local used,automatic,"₦ 27,499,999"
Toyota Corolla 1.4 Advanced 2009 Red,Toyota,Corolla 1,2009,local used,automatic,"₦ 6,200,000"
Toyota Tacoma Limited 2017 Black,Toyota,Tacoma Limited,2017,foreign used,automatic,"₦ 48,000,000"
Lexus RX 350 FWD 2017 White,Lexus,RX 350,2017,foreign used,automatic,"₦ 37,500,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2014 Gray,Toyota,Avalon XLE,2014,foreign used,automatic,"₦ 16,500,000"
Toyota Highlander Limited AWD 2020 Blue,Toyota,Highlander Limited,2020,foreign used,automatic,"₦ 56,000,000"
Land Rover Lr3 2005 White,Land,Rover Lr3,2005,local used,automatic,"₦ 5,600,000"
Toyota Camry 2014 Black,Toyota,Camry,2014,foreign used,automatic,"₦ 14,600,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 6,550,000"
Lexus ES 350 2011 Blue,Lexus,ES 350,2011,local used,automatic,"₦ 8,000,000"
Mercedes-Benz M Class 2014 White,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 15,900,000"
Lexus IS 350 2009 White,Lexus,IS 350,2009,local used,automatic,"₦ 6,700,000"
Toyota Hilux 2.5 D-4D SRX 2012 White,Toyota,Hilux 2,2012,local used,manual,"₦ 18,000,000"
New Dongfeng Rich 6 2025 White,New,Dongfeng Rich,2025,brand new,manual,"₦ 40,000,000"
Lexus GX 470 2009 Black,Lexus,GX 470,2009,local used,automatic,"₦ 9,700,000"
Toyota Corolla 2006 White,Toyota,Corolla,2006,local used,automatic,"₦ 5,850,000"
Honda Civic 2014 Gray,Honda,Civic,2014,local used,automatic,"₦ 8,700,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Black,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 67,000,000"
Mercedes-Benz GLA 250 2016 Gray,Mercedes-Benz,GLA 250,2016,local used,automatic,"₦ 17,000,000"
New Toyota Land Cruiser J300 4.0 2022 Black,New,Toyota Land,2022,brand new,automatic,"₦ 163,000,000"
Mercedes-Benz 220 1971 Beige,Mercedes-Benz,220,1971,foreign used,automatic,"₦ 25,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Silver,Toyota,Camry XLE,2012,local used,automatic,"₦ 9,999,999"
Nissan Juke SL 4dr Hatchback AWD (1.6L 4cyl Turbo CVT) 2014 Gray,Nissan,Juke SL,2014,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Gray,Mercedes-Benz,C300 Luxury,2015,foreign used,automatic,"₦ 19,900,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 7,700,000"
Toyota Hilux 2023 White,Toyota,Hilux,2023,local used,automatic,"₦ 70,000,000"
Toyota Land Cruiser 4.6 V8 GX-R 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 38,000,000"
Toyota Land Cruiser 2013 Black,Toyota,Land Cruiser,2013,local used,automatic,"₦ 120,000,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Silver,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 27,000,000"
Toyota Corolla 2005 White,Toyota,Corolla,2005,local used,automatic,"₦ 5,000,000"
Toyota Sienna 2006 Red,Toyota,Sienna,2006,foreign used,automatic,"₦ 6,700,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 25,000,000"
Pontiac Vibe 2008 Gray,Pontiac,Vibe,2008,foreign used,automatic,"₦ 9,000,000"
Mercedes-Benz GLK-Class 2012 White,Mercedes-Benz,GLK-Class,2012,local used,automatic,"₦ 12,800,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 21,000,000"
Nissan Tiida 2007 Blue,Nissan,Tiida,2007,local used,automatic,"₦ 2,500,000"
Toyota Sienna XLE 8 Passenger 2012 Gray,Toyota,Sienna XLE,2012,foreign used,automatic,"₦ 16,550,000"
Toyota Land Cruiser Prado 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 30,000,000"
Mercedes-Benz GL-Class GL 450 2011 Blue,Mercedes-Benz,GL-Class GL,2011,local used,automatic,"₦ 6,950,000"
New Lexus LX 700h 2025 Black,New,Lexus LX,2025,brand new,automatic,"₦ 308,500,000"
New Toyota Corolla LE 2024 Black,New,Toyota Corolla,2024,brand new,automatic,"₦ 47,550,000"
Lexus GX 470 Sport Utility 2006 Blue,Lexus,GX 470,2006,local used,automatic,"₦ 8,800,000"
Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2006 Gray,Honda,Pilot EX,2006,foreign used,automatic,"₦ 5,600,000"
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2017 Silver,Toyota,RAV4 Limited,2017,foreign used,automatic,"₦ 32,000,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2017 Gray,Hyundai,Sonata Limited,2017,foreign used,automatic,"₦ 14,000,000"
GMC Sierra 1500 2014 Black,GMC,Sierra 1500,2014,foreign used,automatic,"₦ 25,500,000"
Toyota Highlander Sport 2008 Silver,Toyota,Highlander Sport,2008,foreign used,automatic,"₦ 13,000,000"
Toyota Avalon 2014 Gray,Toyota,Avalon,2014,local used,automatic,"₦ 13,800,000"
Lexus RX 2000 Gray,Lexus,RX,2000,local used,automatic,"₦ 3,400,000"
Honda CR-V 2013 Black,Honda,CR-V,2013,foreign used,automatic,"₦ 16,500,000"
Lexus LX 570 2011 Black,Lexus,LX 570,2011,local used,automatic,"₦ 34,600,000"
Lexus RX 2005 Silver,Lexus,RX,2005,foreign used,automatic,"₦ 14,050,000"
Toyota Sienna 2007 Gray,Toyota,Sienna,2007,local used,automatic,"₦ 6,600,000"
Toyota Corolla 2006 Red,Toyota,Corolla,2006,foreign used,automatic,"₦ 5,300,000"
Acura MDX 2008 Red,Acura,MDX,2008,local used,automatic,"₦ 4,500,000"
Toyota Sienna 2011 Gray,Toyota,Sienna,2011,local used,automatic,"₦ 11,000,000"
Lexus ES 350 2012 Black,Lexus,ES 350,2012,foreign used,automatic,"₦ 11,500,000"
Lexus RX 2016 Blue,Lexus,RX,2016,foreign used,automatic,"₦ 33,700,000"
Lexus ES 350 2008 Gold,Lexus,ES 350,2008,local used,automatic,"₦ 6,800,000"
Toyota Highlander XSE 2022 Silver,Toyota,Highlander XSE,2022,foreign used,automatic,"₦ 68,500,000"
Acura MDX 2008 Silver,Acura,MDX,2008,local used,automatic,"₦ 5,500,000"
New Lamborghini Aventador 2025 Black,New,Lamborghini Aventador,2025,brand new,automatic,"₦ 1,500,000,000"
Honda Pilot EX 4dr SUV 4WD (3.5L 6cyl 5A) 2011 Black,Honda,Pilot EX,2011,foreign used,automatic,"₦ 12,500,000"
Lexus RX 350 AWD 2015 Silver,Lexus,RX 350,2015,foreign used,automatic,"₦ 23,999,000"
Toyota Highlander Limited 2012 Silver,Toyota,Highlander Limited,2012,foreign used,automatic,"₦ 19,500,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 64,000,000"
New Lexus LX 2024 Black,New,Lexus LX,2024,brand new,automatic,"₦ 490,000,000"
Honda Accord 2008 Gold,Honda,Accord,2008,local used,automatic,"₦ 4,900,000"
Nissan Sentra 2013 Black,Nissan,Sentra,2013,local used,automatic,"₦ 6,000,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 4,500,000"
Mercedes-Benz C300 2016 Silver,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz E350 2014 Black,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 17,200,000"
Toyota Avalon 2003 Blue,Toyota,Avalon,2003,local used,automatic,"₦ 3,000,000"
Toyota Matrix 2010 Silver,Toyota,Matrix,2010,foreign used,automatic,"₦ 10,900,000"
Honda Civic 1.8i VTEC 2008 Black,Honda,Civic 1,2008,local used,automatic,"₦ 3,200,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2017 Red,Toyota,RAV4 XLE,2017,foreign used,automatic,"₦ 24,000,000"
Honda Accord Sport 4dr Sedan (2.4L 4cyl CVT) 2014 Brown,Honda,Accord Sport,2014,local used,automatic,"₦ 9,850,000"
Honda Civic 1.8 Sedan EX Automatic 2007 Gray,Honda,Civic 1,2007,local used,automatic,"₦ 3,650,000"
Toyota Sequoia Limited 4dr SUV 4WD (5.7L 8cyl 6A) 2010 Gray,Toyota,Sequoia Limited,2010,local used,automatic,"₦ 9,950,000"
Toyota Highlander XLE 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 27,800,000"
Toyota Camry SE 4dr Sedan (3.5L 6cyl 6A) 2014 Gray,Toyota,Camry SE,2014,local used,automatic,"₦ 9,350,000"
Hyundai Santa Fe 2008 Gray,Hyundai,Santa Fe,2008,local used,automatic,"₦ 8,479,687"
